URL,id,openDoarId,name,email,uri,homepageUrl,source,software,metadataFormat,createdDate,location,logo,type,stats,contains_software_set,Num_sw_records,Error,Manual_Num_sw_records,Category,Notes
nhm.openrepository.com/nhm-oai/request,1024.0,3592.0,Natural History Museum Repository,repository@nhm.ac.uk,,http://nhm.openrepository.com,,,oai_dc,2016-07-06T15:16:46+01:00,"{'countryCode': 'GB', 'latitude': 47.37, 'longitude': 50.7185}",https://api.core.ac.uk/data-providers/1024/logo,REPOSITORY,,No,0.0,No error,,,
researchdata.reading.ac.uk/cgi/oai2,2298.0,3757.0,University of Reading Research Data Archive,,,https://researchdata.reading.ac.uk,,,oai_dc,2016-11-08T12:29:03+00:00,"{'countryCode': 'GB', 'latitude': 51.4392, 'longitude': -0.9197}",https://api.core.ac.uk/data-providers/2298/logo,REPOSITORY,,No,0.0,No error,,,
www.open-access.bcu.ac.uk/cgi/oai2,2583.0,4167.0,BCU Open Access,Gemma.Tonks@bcu.ac.uk,,https://www.open-access.bcu.ac.uk/,,,oai_dc,2017-04-10T00:05:46+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/2583/logo,REPOSITORY,,No,0.0,No error,,,
www.jelit.org/perl/oai2,3002.0,,International Journal of eLiteracy,,,http://www.jelit.org,,,oai_dc,2017-08-31T00:00:00+01:00,"{'countryCode': 'gb', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/3002/logo,JOURNAL,,,,,,,
nottingham-repository.worktribe.com/oaiprovider,4787.0,,Repository@Nottingham,Jonathan.Green@nottingham.ac.uk,,https://nottingham-repository.worktribe.com/,,worktribe,rioxx,2018-10-10T12:22:57+01:00,"{'countryCode': 'GB', 'latitude': 52.940311, 'longitude': -1.190695}",https://api.core.ac.uk/data-providers/4787/logo,REPOSITORY,,No,0.0,404 error,,,
pure-oai.bham.ac.uk/ws/oai,4836.0,,University of Birmingham Research Portal,P.S.Herterich@bham.ac.uk,,https://research.birmingham.ac.uk/portal/en/,,Pure,oai_dc,2019-01-08T16:59:04+00:00,"{'countryCode': 'GB', 'latitude': 52.44899, 'longitude': -1.93085}",https://api.core.ac.uk/data-providers/4836/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
cris.brighton.ac.uk/ws/oai,4837.0,,University of Brighton Research Portal,eprints@brighton.ac.uk,,https://research.brighton.ac.uk/,,Pure,oai_dc,2019-01-10T14:15:29+00:00,"{'countryCode': 'GB', 'latitude': 50.842309, 'longitude': -0.119548}",https://api.core.ac.uk/data-providers/4837/logo,REPOSITORY,,No,0.0,Bad Argument Error,,,
dspace.man.ac.uk:8080/dspace-oai/request,5407.0,687.0,DSpace at Manchester,,,,,,oai_dc,2019-04-18T11:14:25+01:00,"{'countryCode': 'gb', 'latitude': 53.4679, 'longitude': -2.23322}",https://api.core.ac.uk/data-providers/5407/logo,REPOSITORY,,,,,,,
theses.gla.ac.uk/perl/oai2,7745.0,,Enlighten: Theses,,,http://theses.gla.ac.uk,,eprints,oai_dc,2019-06-26T07:26:03+01:00,"{'countryCode': 'GB', 'latitude': 55.8724105, 'longitude': -4.2900002}",https://api.core.ac.uk/data-providers/7745/logo,REPOSITORY,,No sets,0.0,BadVerbError,,,
journals.kent.ac.uk/index.php/index/oai,11963.0,,University of Kent Open Access Journals,,,https://journals.kent.ac.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/11963/logo,JOURNAL,,No,0.0,No error,,,
journals.gold.ac.uk/index/oai,12375.0,,"Goldsmiths, University of London: Journals Online",,,http://journals.gold.ac.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/12375/logo,JOURNAL,,No sets,0.0,BadVerbError,0.0,Not a standard research output repo,Goldsmiths UoL Journal repo
journals.canisius.edu/index.php/CSPANY/oai,13007.0,,Canisius College Open Journal Systems,,,https://journals.canisius.edu,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13007/logo,JOURNAL,,,,,,,
rdmc.nottingham.ac.uk/oai/openaire,13343.0,,Nottingham Research Data Management Repository (University of Nottingham),,,https://rdmc.nottingham.ac.uk,,DSpace XOAI,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 52.938636, 'longitude': -1.195158}",https://api.core.ac.uk/data-providers/13343/logo,REPOSITORY,,No,0.0,No error,,,
eprints.ncrm.ac.uk/cgi/oai2,13448.0,,National Centre for Research Methods: NCRM EPrints Repository,,,http://eprints.ncrm.ac.uk,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': None, 'longitude': None}",https://api.core.ac.uk/data-providers/13448/logo,REPOSITORY,,No,0.0,BadVerbError,,,
journals.northampton.ac.uk/index.php/index/oai,14448.0,,The University of Northampton: Northampton Open Journals,,,http://journals.northampton.ac.uk,,OJS,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 52.272806, 'longitude': -0.885171}",https://api.core.ac.uk/data-providers/14448/logo,JOURNAL,,No sets,0.0,URL error,,,
edshare.gcu.ac.uk/cgi/oai2,14456.0,,edShare@GCU (Glasgow Caledonian University),librarysystems@gcu.ac.uk,,https://edshare.gcu.ac.uk,,Eprints 3,oai_dc,2019-09-23T00:00:00+01:00,"{'countryCode': 'GB', 'latitude': 55.86607, 'longitude': -4.250826}",https://api.core.ac.uk/data-providers/14456/logo,REPOSITORY,,No sets,0.0,No error,,,
lau.repository.guildhe.ac.uk/cgi/oai2,14872.0,7788.0,Leeds Arts University Repository,,,https://lau.repository.guildhe.ac.uk,,Eprints 3,oai_dc,2019-11-25T15:28:36+00:00,"{'countryCode': 'gb', 'latitude': 53.8084, 'longitude': -1.5517}",https://api.core.ac.uk/data-providers/14872/logo,REPOSITORY,,No,0.0,No error,,,
amber.openrepository.com/oai/request?verb=Identify,15455.0,,Ambulance Research Repository,,,http://amber.openrepository.com/oai/rioxx,,,oai_dc,2020-08-29T18:21:20+01:00,"{'countryCode': 'GB', 'latitude': 52.3555177, 'longitude': -1.1743197}",https://api.core.ac.uk/data-providers/15455/logo,REPOSITORY,,,,,,,
eprints.chi.ac.uk/cgi/oai2,,,,,,,,,,,,,,,No,,,,,
cedadocs.ceda.ac.uk/cgi/oai2,,,,,,,,,,,,,,,No,,,,,
napier-repository.worktribe.com,,,,,,,,,,,,,,,No,,,,,
eprints.ncl.ac.uk/oai,,,,,,,,,,,,,,,No,,,,,
www.performancephilosophy.org/index/oai,,,,,,,,,,,,,,,No,,,,,
edshare.soton.ac.uk/cgi/oai2,,,,,,,,,,,,,,,No,,,,,
journals.gold.ac.uk/index.php/index/oai,,,,,,,,,,,,,,,No,,,,,
datacompass.lshtm.ac.uk/cgi/oai2,,,,,,,,,,,,,,,No,,,,,
pure.hw.ac.uk/ws/oai,,,,,,,,,,,,,,,No,,,,,
dora.dmu.ac.uk/oai/request,,,,,,,,,,,,,,,No,,,,,
pureadmin.qub.ac.uk/ws/oai,,,,,,,,,,,,,,,No,,,,,
uobrep.openrepository.com/oai/request,,,,,,,,,,,,,,,No,,,,,
amber.openrepository.com/oai/request,,,,,,,,,,,,,,,No,,,,,
oai.ukdataservice.ac.uk:8443/oai/provider,,,,,,,,,,,,,,,No,,,,,
